0:0:0:0:0:0:0:1 - - [14/Jan/2023:10:45:23 -0300] "GET /users HTTP/1.1" 404 692
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-600.eot? HTTP/1.1" 200 8638
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700.eot? HTTP/1.1" 200 8616
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-800.eot? HTTP/1.1" 200 8626
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700italic.eot? HTTP/1.1" 200 10015
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-900.eot? HTTP/1.1" 200 8382
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-800italic.eot? HTTP/1.1" 200 10010
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:06 -0300] "GET /ExamenLogin/fonts/material-icon/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.1" 200 50312
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/index.jsp HTTP/1.1" 200 23891
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/css/index-styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/portfolio/cabin.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/js/scripts.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/portfolio/cake.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/portfolio/circus.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/portfolio/game.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/avataaars.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/portfolio/safe.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:27:30 -0300] "GET /ExamenLogin/assets/img/portfolio/submarine.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:37 -0300] "GET /ExamenLogin/lpgin.jsp HTTP/1.1" 404 674
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/login.jsp HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 200 70815
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/css/style.css HTTP/1.1" 200 19686
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/vendor/jquery/jquery.min.js HTTP/1.1" 404 738
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/js/main.js HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/images/signin-image.jpg HTTP/1.1" 200 21118
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-regular.woff2 HTTP/1.1" 200 7904
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700.woff2 HTTP/1.1" 200 7832
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:28:47 -0300] "GET /ExamenLogin/fonts/material-icon/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.1" 200 38384
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:29:02 -0300] "GET /ExamenLogin/login.jsp?username=mauricio&password=123456&signin=Log+in HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:29:02 -0300] "GET /ExamenLogin/vendor/jquery/jquery.min.js HTTP/1.1" 404 738
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:14 -0300] "GET /ExamenLogin/registration.jsp HTTP/1.1" 200 2818
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:14 -0300] "GET /ExamenLogin/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:14 -0300] "GET /ExamenLogin/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:14 -0300] "GET /ExamenLogin/vendor/jquery/jquery.min.js HTTP/1.1" 404 738
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:14 -0300] "GET /ExamenLogin/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:14 -0300] "GET /ExamenLogin/images/signup-image.jpg HTTP/1.1" 200 20463
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-300.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-300italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-regular.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-500.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-500italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-600.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-800.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-800italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-900.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:33:15 -0300] "GET /ExamenLogin/fonts/material-icon/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/login.jsp HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/images/signin-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/vendor/jquery/jquery.min.js HTTP/1.1" 404 738
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-300.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-300italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-regular.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-500.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-500italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-600.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-700italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-800.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-800italic.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/poppins/poppins-v5-latin-900.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jan/2023:21:36:38 -0300] "GET /ExamenLogin/fonts/material-icon/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.1" 304 -
